"id","name","edible_portion","food_type","processing_method","ingredient_category","food_category","ingredient_category2","food_category2"
11014,"Palm oil",100,"Food","Industrial","Oils","Other fat products","Fat","Fat and fat products"
11030,"Flour, rye, fine rye flour",100,"Food","No treatment","Rye","Breakfast cereals","Cereals","Cereals and cereal products"
11041,"Pea soup, canned, undiluted, with pork",100,"Dish","Canned","Dish","Meat soups","Non-ingredient","Meat dishes"
11045,"Orange without skin",100,"Food","No treatment","Citrus fruit","Fruits","Fruits","Fruit and berry dishes"
11046,"Mandarin, average, without skin",100,"Food","No treatment","Citrus fruit","Fruits","Fruits","Fruit and berry dishes"
11047,"Grapefruit, without skin",100,"Food","No treatment","Citrus fruit","Fruits","Fruits","Fruit and berry dishes"
11048,"Lemon, without skin",100,"Food","No treatment","Citrus fruit","Fruits","Fruits","Fruit and berry dishes"
11049,"Banana, without skin",100,"Food","No treatment","Other fruits","Fruits","Fruits","Fruit and berry dishes"
11050,"Kiwi fruit, without skin",100,"Food","No treatment","Other fruits","Fruits","Fruits","Fruit and berry dishes"
11051,"Peach/nectarine, without skin and stone",100,"Food","No treatment","Malaceous fruit","Fruits","Fruits","Fruit and berry dishes"
11052,"Cherry without stone",100,"Food","No treatment","Other fruits","Fruits","Fruits","Fruit and berry dishes"
11053,"Plum, without stone",100,"Food","No treatment","Malaceous fruit","Fruits","Fruits","Fruit and berry dishes"
11054,"Apricot, average, without stone",100,"Food","No treatment","Malaceous fruit","Fruits","Fruits","Fruit and berry dishes"
11055,"Watermelon, without skin",100,"Food","No treatment","Other fruits","Fruits","Fruits","Fruit and berry dishes"
11056,"Pineapple, without skin",100,"Food","No treatment","Other fruits","Fruits","Fruits","Fruit and berry dishes"
11057,"Avocado, without skin and stone",100,"Food","No treatment","Other fruits","Fruits","Fruits","Fruit and berry dishes"
11059,"Tuna, average",100,"Food","Canned","Fish products","Fish products","Fish","Fish dishes"
11060,"Apple, domestic, without skin",100,"Food","No treatment","Malaceous fruit","Fruits","Fruits","Fruit and berry dishes"
11061,"Apple, imported, without skin",100,"Food","No treatment","Malaceous fruit","Fruits","Fruits","Fruit and berry dishes"
11062,"Pear, without skin",100,"Food","No treatment","Malaceous fruit","Fruits","Fruits","Fruit and berry dishes"
11063,"Prune, without stone",100,"Food","Dried","Malaceous fruit","Snacks","Fruits","Miscellaneous"
11064,"Champignon, canned",100,"Food","Canned","Edible fungi","Mushroom dishes","Vegetables","Vegetable dishes"
11065,"Rose hip puree without sugar",100,"Food","Frozen","Canned fruits","Jams and marmalades","Fruits","Fruit and berry dishes"
11067,"Tuna, in water, canned",100,"Food","Canned","Fish products","Fish products","Fish","Fish dishes"
